PanjivaRecordID,Carrier,ConsigneePanjivaID,HSCode,PortOfLading,PortOfUnlading,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
127081149001002,279,1458,701,237,42,28,13,609
126823293001002,11,2563,29,201,24,63,30,0
126805885001002,280,2623,414,148,34,101,7,2281
127476349001002,307,797,350,110,11,77,33,1769
142810237001002,168,850,585,216,49,11,13,1176
127442109001002,280,1780,413,44,15,110,53,2289
127734397001002,280,1368,413,178,54,27,36,1662
127606461001002,374,1686,671,208,37,101,13,1341
127046845001002,514,1609,515,71,40,91,69,1887
126761789001002,431,2009,284,138,60,129,32,366
126754429001002,498,1517,738,208,39,88,13,2005
126866429001002,258,499,588,110,16,43,55,1883
126691517001002,151,2755,87,161,32,86,13,276
126744509001002,138,1758,747,237,48,10,13,2421
127048381001002,56,419,599,161,56,58,9,767
127008061001002,343,1348,735,53,46,11,13,1077
126733757001002,154,2717,453,110,46,98,29,2555
126749821001002,6,2606,738,22,37,88,13,271
126713469001002,258,2129,521,10,37,11,13,2474
126783357001002,279,1376,733,208,23,22,13,2109
126828349001002,497,1223,666,179,16,100,13,416
126776125001002,92,1136,286,48,46,107,18,725
126767805001002,429,104,735,160,8,22,13,1496
126855485001002,168,1848,283,155,48,100,42,1949
126856061001002,325,1166,224,237,60,126,70,1894
126783037001002,469,2214,505,165,40,91,13,526
126774845001002,517,725,679,48,60,42,13,568
126806909001002,300,1828,735,110,11,114,53,21
126777277001002,99,271,294,24,57,88,13,2526
127042237001002,503,1243,743,236,4,91,13,1744
126816317001002,341,917,314,165,28,63,13,702
126899581001002,529,2832,691,94,37,118,13,1904
126917245001002,30,869,294,72,37,10,13,2526
126725053001002,300,1221,610,241,41,129,13,1410
126760829001002,35,2063,313,208,37,55,13,1441
127026749001002,466,2367,294,64,15,43,25,263
126995453001002,304,2519,608,220,60,129,63,759
127039549001002,448,302,470,125,8,22,13,1301
126976189001002,183,1256,371,208,37,10,13,1941
126803197001002,210,1458,284,237,9,28,57,609
126782525001002,128,375,628,208,54,123,13,1319
127171837001002,128,859,666,110,37,1,5,496
126849341001002,130,2214,505,208,47,57,13,526
126852541001002,348,1317,743,123,15,41,13,1447
126861309001002,81,1099,630,170,37,88,13,611
127164733001002,305,2729,284,208,37,88,29,1806
126832957001002,379,12,364,198,60,129,13,377
127134205001002,47,545,743,161,40,29,40,2521
126861757001002,223,591,666,237,60,92,10,2512
126768445001002,82,653,649,76,37,41,13,2378
126835709001002,17,106,507,25,37,122,21,2388
126846653001002,305,1666,657,237,48,100,40,1330
127055997001002,420,1756,610,208,46,94,13,1410
127462013001002,477,1124,735,83,60,129,43,2493
127025661001002,227,1255,747,122,8,22,13,1306
127179133001002,151,1852,747,236,28,129,61,297
127105021001002,427,2367,294,208,27,49,13,263
127621053001002,223,1033,668,168,37,101,13,741
127249597001002,300,526,755,237,48,88,44,359
127253309001002,304,2893,689,48,37,62,72,1347
127641149001002,410,1221,650,76,8,22,13,1410
127315197001002,497,2414,284,184,9,88,13,492
127568317001002,343,15,283,126,37,126,54,630
127577789001002,107,2726,735,143,53,112,32,1496
127011709001002,319,1358,625,26,40,20,13,2349
127583293001002,223,1221,634,208,42,66,13,1410
126978173001002,273,2597,304,208,24,63,38,2517
127349565001002,128,1099,666,26,60,44,53,611
127343101001002,84,2251,518,208,61,115,13,99
126890173001002,169,553,590,107,37,86,13,2027
127137469001002,56,869,599,143,31,22,13,767
126757245001002,258,1964,294,151,37,50,13,2458
127130365001002,35,1103,695,59,48,30,23,1240
126731837001002,165,1348,735,161,27,28,13,2237
126751869001002,497,1223,666,237,54,122,13,416
127119805001002,23,2009,284,51,60,129,63,366
126760509001002,31,560,473,237,40,91,63,227
127398141001002,311,1996,588,161,39,100,13,469
126978813001002,280,1531,402,208,40,118,60,1364
126783933001002,148,1241,436,110,55,43,62,2142
126954493001002,425,1221,610,208,13,100,13,1410
126840765001002,40,1502,278,208,11,100,39,336
127051133001002,285,1266,599,208,46,14,13,458
126933245001002,277,526,755,155,37,130,13,1900
127010557001002,346,1240,659,237,53,130,13,745
126917181001002,56,1722,207,109,15,43,10,616
127045821001002,40,2398,278,161,51,29,13,336
126853949001002,151,2782,294,237,13,95,13,1968
127206461001002,223,2519,628,146,37,88,25,1180
127473149001002,300,1221,610,48,1,33,44,1410
127513597001002,407,1221,634,17,37,88,13,1410
127153533001002,417,1694,634,161,60,128,13,469
127300989001002,554,294,283,161,27,28,13,469
127027965001002,29,1581,515,72,15,71,13,394
126985149001002,350,1717,368,208,42,88,13,2115
127027133001002,197,1982,278,208,60,118,13,336
127325821001002,550,2832,691,208,59,131,1,1904
127062845001002,432,669,747,161,59,128,41,2521
127022077001002,427,2367,294,115,37,17,13,263
127329853001002,550,499,657,110,60,25,34,1667
127004221001002,338,91,735,208,37,12,4,21
127336317001002,27,828,426,37,43,22,13,619
127353021001002,151,2832,691,208,30,128,1,1904
127346749001002,71,1221,585,47,8,22,13,1410
127356413001002,168,670,628,208,33,91,65,1418
127274109001002,512,838,10,236,15,33,13,2319
127020093001002,189,1833,735,237,37,88,44,310
127295485001002,409,636,506,110,8,55,13,2051
127345981001002,92,725,679,48,43,137,13,568
127123773001002,305,828,735,208,44,129,13,137
127116349001002,45,560,473,237,15,98,13,227
127578301001002,103,685,294,161,8,22,5,2165
127347517001002,99,302,757,156,38,103,13,1301
130023933001002,47,366,637,43,5,77,27,1377
127091645001002,304,2898,734,43,17,41,39,730
127247549001002,300,1549,304,231,11,33,12,1136
127439741001002,272,400,407,202,29,129,13,2465
127741309001002,304,2270,759,19,37,121,13,2409
127247869001002,434,1828,735,208,50,136,13,636
127204605001002,223,1239,689,208,36,24,13,1717
127232189001002,540,1256,284,208,19,103,13,1941
127506941001002,408,1221,588,208,60,129,55,1410
127841789001002,92,1090,459,223,29,88,13,308
127530045001002,184,82,735,161,45,28,13,2413
127457469001002,344,1760,546,161,48,33,13,1177
127040637001002,439,749,571,208,8,22,33,748
127268029001002,316,2458,753,237,40,39,1,1692
127279357001002,343,1255,746,110,37,68,55,335
127443901001002,21,1717,362,161,60,129,2,2115
127562237001002,537,2429,459,155,37,107,13,2328
127535165001002,156,2775,278,208,25,0,13,174
127387837001002,338,1728,657,161,6,28,21,1543
127480637001002,110,898,735,208,15,66,13,2517
127421245001002,99,1883,743,138,33,129,49,561
127896317001002,117,1262,752,161,37,101,13,469
127681085001002,525,1021,753,237,59,128,24,2075
127557053001002,522,2297,294,128,37,11,13,5
127457085001002,303,636,506,226,15,43,62,2051
127399613001002,489,2386,708,208,8,22,72,2366
127617661001002,55,783,413,208,26,82,13,1978
127633405001002,47,2297,294,209,0,36,13,5
127597053001002,492,1069,427,226,54,91,13,2208
127608637001002,304,302,470,236,25,25,13,1301
127650813001002,97,1564,465,237,50,103,46,370
127645885001002,396,1434,747,161,3,63,13,2521
127751101001002,331,2177,628,150,37,88,13,1720
127719421001002,215,1531,283,208,3,119,13,632
127704125001002,47,319,634,79,37,15,73,2116
127713405001002,151,296,738,161,10,54,13,639
127774909001002,456,2829,656,161,60,129,68,2532
127772541001002,281,1694,588,110,15,43,43,1907
127781821001002,125,132,345,155,5,91,13,2047
127826685001002,92,1221,650,208,33,109,13,1410
127647869001002,151,523,735,208,40,68,43,2517
127602621001002,84,1266,738,217,46,30,65,458
127644925001002,128,1099,666,19,60,3,13,611
127651261001002,168,2325,708,208,59,35,72,630
127849277001002,92,1090,459,237,46,93,13,1896
127846909001002,384,2297,294,237,49,88,13,5
127661117001002,418,2880,735,40,40,91,13,1334
127584637001002,441,104,735,48,45,43,37,1496
127801277001002,97,2616,313,208,22,100,36,1440
127808061001002,469,464,447,236,60,129,35,2140
127761789001002,550,1964,294,157,44,22,13,2437
127757245001002,312,354,294,226,11,33,29,624
127711869001002,537,375,628,61,33,129,13,1180
127685373001002,417,1760,546,224,46,98,5,1177
127293885001002,397,2652,585,26,27,88,30,1444
127774141001002,215,104,735,48,4,60,13,1496
127331517001002,278,2035,286,72,60,129,13,1870
127528957001002,17,132,345,44,48,43,13,2047
127499773001002,547,859,666,167,60,3,13,1180
127301181001002,427,2378,735,80,60,129,36,1073
127347197001002,71,1739,411,208,18,129,13,189
127462845001002,497,1358,747,208,58,35,13,2349
127346941001002,96,1801,689,206,55,100,13,2212
127496317001002,304,2519,747,3,37,71,13,2131
127577085001002,84,887,378,48,48,101,13,723
