domain,entity_id,serial_id
Carrier,0,0
Carrier,1,1
Carrier,2,2
Carrier,3,3
Carrier,4,4
Carrier,5,5
Carrier,6,6
Carrier,7,7
Carrier,8,8
Carrier,9,9
Carrier,10,10
Carrier,11,11
Carrier,12,12
Carrier,13,13
Carrier,14,14
Carrier,15,15
Carrier,16,16
Carrier,17,17
Carrier,18,18
Carrier,19,19
Carrier,20,20
Carrier,21,21
Carrier,22,22
Carrier,23,23
Carrier,24,24
Carrier,25,25
Carrier,26,26
Carrier,27,27
Carrier,28,28
Carrier,29,29
Carrier,30,30
Carrier,31,31
Carrier,32,32
Carrier,33,33
Carrier,34,34
Carrier,35,35
Carrier,36,36
Carrier,37,37
Carrier,38,38
Carrier,39,39
Carrier,40,40
Carrier,41,41
Carrier,42,42
Carrier,43,43
Carrier,44,44
Carrier,45,45
Carrier,46,46
Carrier,47,47
Carrier,48,48
Carrier,49,49
Carrier,50,50
Carrier,51,51
Carrier,52,52
Carrier,53,53
Carrier,54,54
Carrier,55,55
Carrier,56,56
Carrier,57,57
Carrier,58,58
Carrier,59,59
Carrier,60,60
Carrier,61,61
Carrier,62,62
Carrier,63,63
Carrier,64,64
Carrier,65,65
Carrier,66,66
Carrier,67,67
Carrier,68,68
Carrier,69,69
Carrier,70,70
Carrier,71,71
Carrier,72,72
Carrier,73,73
Carrier,74,74
Carrier,75,75
Carrier,76,76
Carrier,77,77
Carrier,78,78
Carrier,79,79
Carrier,80,80
Carrier,81,81
Carrier,82,82
Carrier,83,83
Carrier,84,84
Carrier,85,85
Carrier,86,86
Carrier,87,87
Carrier,88,88
Carrier,89,89
Carrier,90,90
Carrier,91,91
Carrier,92,92
Carrier,93,93
Carrier,94,94
Carrier,95,95
Carrier,96,96
Carrier,97,97
Carrier,98,98
Carrier,99,99
Carrier,100,100
Carrier,101,101
Carrier,102,102
Carrier,103,103
Carrier,104,104
Carrier,105,105
Carrier,106,106
Carrier,107,107
Carrier,108,108
Carrier,109,109
Carrier,110,110
Carrier,111,111
Carrier,112,112
Carrier,113,113
Carrier,114,114
Carrier,115,115
Carrier,116,116
Carrier,117,117
Carrier,118,118
Carrier,119,119
Carrier,120,120
Carrier,121,121
Carrier,122,122
Carrier,123,123
Carrier,124,124
Carrier,125,125
Carrier,126,126
Carrier,127,127
Carrier,128,128
Carrier,129,129
Carrier,130,130
Carrier,131,131
Carrier,132,132
Carrier,133,133
Carrier,134,134
Carrier,135,135
Carrier,136,136
Carrier,137,137
Carrier,138,138
Carrier,139,139
Carrier,140,140
Carrier,141,141
Carrier,142,142
Carrier,143,143
Carrier,144,144
Carrier,145,145
Carrier,146,146
Carrier,147,147
Carrier,148,148
Carrier,149,149
Carrier,150,150
Carrier,151,151
Carrier,152,152
Carrier,153,153
Carrier,154,154
Carrier,155,155
Carrier,156,156
Carrier,157,157
Carrier,158,158
Carrier,159,159
Carrier,160,160
Carrier,161,161
Carrier,162,162
Carrier,163,163
Carrier,164,164
Carrier,165,165
Carrier,166,166
Carrier,167,167
Carrier,168,168
Carrier,169,169
Carrier,170,170
Carrier,171,171
Carrier,172,172
Carrier,173,173
Carrier,174,174
Carrier,175,175
Carrier,176,176
Carrier,177,177
Carrier,178,178
Carrier,179,179
Carrier,180,180
Carrier,181,181
Carrier,182,182
Carrier,183,183
Carrier,184,184
Carrier,185,185
Carrier,186,186
Carrier,187,187
Carrier,188,188
Carrier,189,189
Carrier,190,190
Carrier,191,191
Carrier,192,192
Carrier,193,193
Carrier,194,194
Carrier,195,195
Carrier,196,196
