PanjivaRecordID,Carrier,ConsigneePanjivaID,HSCode,PortOfLading,PortOfUnlading,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
107733118002002,422,482,164,60,37,83,22,1794
107624766002002,377,292,490,259,58,85,15,240
107666558002002,242,1902,103,232,38,67,15,1996
107687550002002,116,1196,698,41,38,84,8,1278
107644350002002,175,654,8,71,23,59,20,351
107662142002002,527,917,389,81,58,120,71,929
107687614002002,3,22,288,232,45,69,15,587
107690622002002,140,130,640,232,48,99,15,389
107811198002002,206,1057,597,212,13,37,70,1242
107699198002002,206,125,450,53,48,115,15,2020
107750526002002,514,414,574,163,58,120,15,661
108064126002002,333,2376,555,53,43,61,15,1032
107984382002002,429,462,552,235,13,37,45,1111
108026558002002,1,306,652,53,4,82,15,1180
108004414002002,75,1321,271,179,7,20,59,437
107961598002002,55,580,530,219,7,20,15,236
107600638002002,192,1829,49,144,47,95,53,1009
107846142002002,304,614,712,232,28,37,15,633
107919038002002,41,704,695,180,38,84,36,1440
108064574002002,198,2376,551,259,35,54,15,1688
108032510002002,72,1459,695,259,36,82,64,643
107734718002002,451,1420,271,4,43,43,53,230
107692862002002,170,762,263,232,36,5,15,2145
108060030002002,511,172,621,126,12,36,15,1056
107682110002002,88,1321,271,241,7,20,80,437
107666814002002,184,976,693,165,7,20,15,1728
108042430002002,142,15,104,130,58,120,15,1463
107686270002002,94,556,715,12,36,82,73,1993
107485886002002,245,573,695,248,32,10,15,1129
107488062002002,495,1815,255,248,19,82,15,559
107629438002002,6,2374,707,232,3,82,15,550
107687102002002,102,2,458,25,57,73,15,1937
107577534002002,301,2260,271,246,42,25,15,2115
107589566002002,360,22,288,232,53,30,15,587
107629566002002,279,79,695,232,44,112,15,1297
107846590002002,148,1177,695,232,36,75,15,985
107684094002002,93,1856,271,58,12,36,70,646
107749950002002,412,2325,654,217,57,119,15,1594
107851518002002,279,2374,707,184,18,16,15,909
107754494002002,92,1646,372,232,36,82,37,1268
107595710002002,140,292,490,33,10,30,60,240
107787006002002,138,2272,271,259,16,32,15,1633
107549374002002,525,547,488,184,36,14,15,1519
107590526002002,452,1297,599,232,16,24,15,1685
107564734002002,433,1617,706,259,12,90,15,600
107718782002002,279,2374,707,30,2,2,81,909
107597438002002,155,679,271,213,58,43,48,223
107808382002002,90,2285,536,259,7,10,15,1354
107740606002002,175,1642,574,232,36,82,13,248
107764670002002,448,1574,695,242,43,90,15,1297
107764606002002,382,79,695,109,43,90,15,1297
107757310002002,41,128,525,232,0,106,15,236
107763006002002,24,292,383,232,13,69,15,1644
107782142002002,232,574,695,184,39,82,15,2109
107998654002002,41,521,493,25,25,41,15,1939
108076478002002,206,1057,597,232,44,110,15,1242
107981630002002,309,1008,278,91,36,82,15,639
108076670002002,206,414,591,111,36,82,5,1774
107971006002002,460,89,271,248,9,7,15,456
107675902002002,503,721,263,135,58,120,15,557
108068734002002,105,1566,487,53,17,90,15,636
107673662002002,49,750,271,165,58,105,15,2115
108006014002002,78,124,669,258,15,13,15,652
108104382002002,262,1666,713,105,58,120,56,231
108005566002002,78,79,695,115,36,82,48,1297
108031486002002,83,257,494,87,36,82,15,1142
107782398002002,261,1398,372,232,58,120,54,1666
108068094002002,388,79,695,53,45,19,15,1297
108125118002002,383,2374,694,232,13,94,15,550
107680190002002,88,1508,242,193,36,27,70,627
107688702002002,124,322,591,63,36,82,63,1464
107675262002002,381,292,369,58,13,37,15,544
107876990002002,375,572,712,232,41,104,15,218
107985982002002,25,1686,707,249,58,120,22,1876
107947326002002,245,1771,372,156,36,43,15,2050
107973182002002,170,1917,695,232,36,82,36,983
108052350002002,155,2285,536,228,7,20,82,1354
108279358002002,41,459,695,221,36,82,2,561
108097214002002,326,1836,303,53,6,92,15,2064
108206718002002,218,1686,695,232,41,120,15,1876
108214462002002,218,70,278,232,29,120,15,1003
108299390002002,527,168,372,232,36,97,15,1191
108256702002002,322,1199,715,259,44,87,15,599
108093438002002,234,1703,33,122,12,36,18,1800
108052414002002,155,1006,608,34,8,25,3,1320
108257086002002,322,1493,261,232,38,19,15,1644
108000510002002,51,750,646,167,7,105,71,1201
108028222002002,432,2340,106,127,51,37,15,617
108279806002002,513,164,366,180,36,82,15,1690
107892414002002,460,679,271,21,45,92,72,1365
108232574002002,360,2363,674,232,18,120,15,1967
108399934002002,17,1272,707,245,38,84,70,294
108390014002002,361,1703,26,59,58,120,15,1800
108384318002002,322,252,353,44,38,84,7,416
107980798002002,374,174,366,232,46,82,15,2050
108488766002002,530,1526,695,221,13,37,38,942
108347774002002,173,2042,698,184,46,59,15,554
107962302002002,336,1963,458,83,24,12,15,1937
108047166002002,187,233,652,184,7,19,78,440
108006654002002,79,592,271,99,36,27,66,2115
108048318002002,201,757,8,215,2,2,15,351
108054718002002,155,340,547,16,45,92,53,673
108325758002002,357,164,372,232,22,14,15,1690
108451838002002,90,2374,712,32,7,20,15,402
108424254002002,140,130,640,187,38,84,40,389
108194110002002,382,1490,652,248,30,36,15,35
108195006002002,522,1756,652,184,52,71,15,1178
108118206002002,430,897,624,232,58,108,15,1721
108033790002002,296,391,406,258,32,80,15,394
107765694002002,325,592,271,246,36,109,15,2115
108182142002002,134,164,372,232,12,74,15,1690
108134078002002,279,1261,652,184,16,107,15,1180
108162878002002,182,741,629,127,58,98,15,1036
108148478002002,317,1425,652,244,36,27,23,1390
107894334002002,162,1074,715,259,12,21,15,650
108220798002002,94,2340,106,178,57,117,15,617
108208062002002,445,1456,33,141,23,59,15,628
108508222002002,498,1673,263,50,36,82,15,361
108220350002002,264,1856,271,185,36,43,15,646
108214206002002,122,79,695,232,58,120,36,1297
108247486002002,276,672,652,53,16,72,15,1590
108573374002002,476,1855,287,232,31,20,15,1265
108349054002002,94,1057,597,232,46,28,15,1242
108524414002002,140,1245,706,184,1,62,15,2109
108351550002002,124,1307,703,65,38,84,0,1765
108305214002002,210,758,450,248,16,124,15,2000
108163902002002,22,2323,536,249,47,95,15,1986
108417214002002,5,1057,577,7,36,10,15,1242
108461182002002,279,2374,707,184,30,21,15,941
108260350002002,356,1686,695,261,36,82,55,1876
108420030002002,117,855,718,86,36,82,83,318
108444414002002,353,2131,407,28,12,36,15,2071
108428798002002,171,1703,26,248,38,106,15,1800
108485950002002,18,1065,490,127,45,113,15,569
108282366002002,404,592,271,203,43,86,71,2115
