PanjivaRecordID,Carrier,ConsigneePanjivaID,HSCode,PortOfLading,PortOfUnlading,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
107733118001002,419,482,164,60,37,76,16,1794
107624766001002,262,292,490,233,31,120,15,240
107666558001002,528,1902,103,232,38,84,8,1996
107687550001002,116,1196,698,218,38,121,15,1278
107644350001002,330,654,8,71,21,60,15,351
107662142001002,89,917,389,1,58,120,15,929
107687614001002,116,22,288,183,45,92,74,587
107690622001002,191,130,640,232,21,84,15,389
107811198001002,206,1057,597,164,13,86,15,1242
107699198001002,206,125,450,53,54,75,15,2020
107750526001002,25,414,574,55,58,46,15,661
108064126001002,198,2376,555,53,0,12,15,1032
107984382001002,25,462,552,235,32,86,15,1111
108026558001002,94,306,652,53,36,118,78,1180
108004414001002,30,1321,271,232,7,15,15,437
107961598001002,322,580,530,232,35,3,15,236
107600638001002,192,1829,49,186,52,95,15,1009
107846142001002,90,614,712,232,49,37,15,633
107919038001002,41,704,695,184,1,84,65,1440
108064574001002,12,2376,551,259,47,95,43,1688
108032510001002,94,1459,695,146,36,82,12,643
107734718001002,451,1420,271,53,9,43,48,230
107692862001002,155,762,263,232,36,70,4,2145
108060030001002,172,172,621,71,12,12,15,1056
107682110001002,88,1321,271,232,6,20,24,437
107666814001002,404,976,693,232,7,42,15,1728
108042430001002,495,15,104,248,58,94,15,1463
107686270001002,94,556,715,196,36,82,13,1993
107485886001002,448,573,695,248,36,10,54,1129
107488062001002,45,1815,255,181,47,82,15,559
107629438001002,279,2374,707,232,19,82,42,550
107687102001002,102,2,458,8,37,112,15,1937
107577534001002,78,2260,271,246,22,25,3,2115
107589566001002,453,22,288,232,10,30,8,587
107629566001002,279,79,695,232,4,0,15,1297
107846590001002,509,1177,695,232,36,82,14,985
107684094001002,93,1856,271,235,34,36,25,646
107749950001002,481,2325,654,107,57,119,15,1594
107851518001002,279,2374,707,184,7,111,40,909
107754494001002,38,1646,372,169,36,82,8,1268
107595710001002,140,292,490,259,29,30,71,240
107787006001002,138,2272,271,259,52,38,15,1633
107549374001002,382,547,488,164,36,27,18,1519
107590526001002,124,1297,599,232,58,53,27,1685
107564734001002,17,1617,706,259,8,36,14,600
107718782001002,279,2374,707,184,2,18,72,909
107597438001002,345,679,271,184,58,43,1,223
107808382001002,200,2285,536,259,7,79,15,1354
107740606001002,104,1642,574,116,36,82,15,248
107764670001002,78,1574,695,96,43,90,26,1297
107764606001002,78,79,695,232,43,4,11,1297
107757310001002,264,128,525,232,46,119,15,236
107763006001002,75,292,383,232,29,37,38,1644
107782142001002,105,574,695,184,36,63,15,2109
107998654001002,41,521,493,25,55,125,15,1939
108076478001002,206,1057,597,125,36,115,15,1242
107981630001002,21,1008,278,88,24,82,15,639
108076670001002,206,414,591,174,36,122,15,1774
107971006001002,460,89,271,13,47,120,15,456
107675902001002,78,721,263,184,58,85,72,557
108068734001002,198,1566,487,53,43,67,26,636
107673662001002,51,750,271,141,58,105,55,2115
108006014001002,78,124,669,3,36,81,15,652
108104382001002,269,1666,713,259,11,120,15,231
108005566001002,222,79,695,232,48,82,15,1297
108031486001002,94,257,494,23,36,73,15,1142
107782398001002,116,1398,372,161,56,120,15,1666
108068094001002,372,79,695,53,45,79,15,1297
108125118001002,279,2374,694,170,13,36,15,550
107680190001002,264,1508,242,201,36,27,15,627
107688702001002,124,322,591,33,36,43,15,1464
107675262001002,403,292,369,232,13,37,30,544
107876990001002,323,572,712,232,14,105,15,218
107985982001002,54,1686,707,248,58,62,15,1876
107947326001002,24,1771,372,232,36,29,15,2050
107973182001002,214,1917,695,146,36,82,15,983
108052350001002,155,2285,536,89,7,52,15,1354
108279358001002,189,459,695,232,4,82,15,561
108097214001002,241,1836,303,53,19,92,7,2064
108206718001002,270,1686,695,232,58,36,15,1876
108214462001002,103,70,278,232,18,120,15,1003
108299390001002,76,168,372,232,36,82,35,1191
108256702001002,322,1199,715,75,36,35,15,599
108093438001002,234,1703,33,248,3,33,15,1800
108052414001002,155,1006,608,259,25,25,75,1320
108257086001002,322,1493,261,232,31,36,30,1644
108000510001002,328,750,646,53,7,105,33,1201
108028222001002,94,2340,106,157,46,37,15,617
108279806001002,498,164,366,232,36,16,15,1690
107892414001002,460,679,271,248,42,54,15,1365
108232574001002,198,2363,674,232,20,64,15,1967
108399934001002,17,1272,707,18,6,84,15,294
108390014001002,381,1703,26,248,58,120,28,1800
108384318001002,322,252,353,184,23,62,15,416
107980798001002,485,174,366,232,36,82,7,2050
108488766001002,362,1526,695,7,13,37,15,942
108347774001002,88,2042,698,184,44,59,24,554
107962302001002,445,1963,458,83,58,120,49,1937
108047166001002,140,233,652,184,0,96,15,440
108006654001002,79,592,271,53,25,7,15,2115
108048318001002,52,757,8,259,19,2,15,351
108054718001002,155,340,547,232,48,2,15,673
108325758001002,357,164,372,248,15,82,15,1690
108451838001002,276,2374,712,260,39,20,15,402
108424254001002,140,130,640,232,25,5,15,389
108194110001002,520,1490,652,206,12,115,15,35
108195006001002,232,1756,652,184,5,27,15,1178
108118206001002,274,897,624,186,41,24,15,1721
108033790001002,94,391,406,258,48,80,30,394
107765694001002,79,592,271,231,36,10,5,2115
108182142001002,457,164,372,232,47,36,38,1690
108134078001002,492,1261,652,184,36,69,15,1180
108162878001002,374,741,629,216,58,69,15,1036
108148478001002,317,1425,652,3,53,27,15,1390
107894334001002,471,1074,715,259,12,66,62,650
108220798001002,94,2340,106,178,33,10,33,617
108208062001002,170,1456,33,53,18,59,15,628
108508222001002,88,1673,263,259,25,110,15,361
108220350001002,93,1856,271,16,36,57,15,646
108214206001002,78,79,695,232,35,14,15,1297
108247486001002,276,672,652,39,58,116,15,1590
108573374001002,463,1855,287,232,7,57,15,1265
108349054001002,94,1057,597,140,7,20,72,1242
108524414001002,130,1245,706,184,57,119,33,2109
108351550001002,124,1307,703,83,26,84,15,1765
108305214001002,428,758,450,78,58,120,15,2000
108163902001002,379,2323,536,121,55,95,15,1986
108417214001002,94,1057,577,39,36,28,15,1242
108461182001002,22,2374,707,116,13,37,15,941
108260350001002,356,1686,695,53,36,89,62,1876
108420030001002,502,855,718,258,38,82,15,318
108444414001002,243,2131,407,127,12,35,58,2071
108428798001002,151,1703,26,205,38,84,15,1800
108485950001002,122,1065,490,127,55,27,15,569
108282366001002,446,592,271,252,43,86,15,2115
108337726001002,24,537,574,127,27,120,43,2079
108349374001002,94,2260,271,248,52,81,15,456
108351358001002,451,219,636,232,58,120,83,663
108536446001002,215,2315,612,232,36,125,15,497
108123134001002,278,1238,574,23,47,5,15,1969
108272382001002,527,849,703,86,58,120,2,556
108282942001002,80,1384,561,232,15,80,62,1730
108217214001002,88,1321,271,206,51,20,15,87
108267774001002,218,1017,186,257,43,27,7,541
108289214001002,124,591,574,259,4,120,79,578
108483518001002,511,337,695,169,4,27,15,484
108209918001002,41,704,693,29,36,63,15,1440
108300798001002,363,52,488,232,43,72,15,155
108301438001002,206,414,591,135,22,120,15,1774
108344126001002,331,1313,652,232,12,36,56,673
108313406001002,276,1353,278,74,10,30,81,1003
108586366001002,504,148,494,232,10,3,15,637
108607614001002,78,1321,271,83,36,33,15,87
108444670001002,248,130,640,232,35,36,25,389
108417406001002,94,39,620,82,58,120,79,2085
108467070001002,104,883,494,232,12,36,20,1190
108514174001002,437,1912,277,74,45,92,15,1275
108529598001002,181,1746,695,232,54,119,6,942
109089150001002,520,1490,652,23,58,10,59,1707
108515902001002,94,975,707,178,29,107,15,2082
108120126001002,194,2374,707,259,16,20,15,20
108162174001002,368,821,465,232,0,89,15,404
108180606001002,447,2134,392,2,36,82,39,1190
108394366001002,504,919,494,232,36,3,49,563
108431230001002,239,715,103,235,13,37,79,1683
108521918001002,345,322,591,232,24,120,15,1464
108040190001002,124,349,652,69,57,81,29,787
107617982001002,249,480,650,247,19,27,24,781
108328446001002,413,535,536,184,36,1,64,915
107635582001002,282,2160,317,134,38,89,34,1492
107966910001002,336,434,330,259,12,125,15,1688
107758398001002,41,844,408,199,21,82,15,1748
107899646001002,135,2248,715,48,45,92,34,1567
108405502001002,41,2334,599,104,8,28,33,1240
107794302001002,143,85,416,259,39,36,37,1361
108009790001002,80,547,488,97,47,95,38,193
108429054001002,180,1099,608,235,22,27,79,777
108039742001002,377,1478,550,107,12,36,43,1210
107980478001002,168,173,406,184,36,26,74,934
107666878001002,17,633,698,183,52,82,15,2081
107767038001002,80,1373,698,184,46,80,12,73
107663230001002,527,1940,406,259,37,120,64,1061
107750142001002,25,724,695,232,38,68,4,110
107867390001002,411,682,205,259,58,30,15,629
107779262001002,94,1985,629,258,41,112,15,2102
107719806001002,516,1838,713,202,21,2,15,231
107714174001002,131,1360,381,232,36,82,40,1209
107986302001002,25,724,255,232,29,120,21,110
107564542001002,17,1789,287,170,58,33,15,150
108046846001002,371,898,278,237,36,82,15,2053
