PanjivaRecordID,Carrier,ConsigneePanjivaID,HSCode,PortOfLading,PortOfUnlading,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
107733118001001,419,482,164,126,37,83,15,1794
107624766001001,262,292,490,259,58,120,41,240
107666558001001,17,1902,103,232,48,84,15,1996
107687550001001,430,1196,698,53,38,84,15,1278
107644350001001,330,654,8,71,4,59,15,351
107662142001001,89,917,389,232,58,120,15,929
107687614001001,116,22,288,224,45,92,15,587
107690622001001,140,130,640,232,36,84,78,389
107811198001001,373,1057,597,232,13,37,15,1242
107699198001001,206,125,450,201,36,82,15,2020
107750526001001,428,414,574,259,58,120,15,661
108064126001001,198,2376,555,53,43,45,15,1032
107984382001001,25,462,552,235,59,37,15,1111
108026558001001,94,306,652,53,36,120,15,1180
108004414001001,75,1321,271,232,7,20,43,437
107961598001001,322,580,530,55,7,20,15,236
107600638001001,192,1829,49,232,14,95,15,1009
107846142001001,279,614,712,95,13,37,15,633
107919038001001,466,704,695,184,38,84,15,1440
108064574001001,198,2376,551,259,47,18,15,1688
108032510001001,94,1459,695,259,36,82,46,643
107734718001001,462,1420,271,53,43,43,15,230
107692862001001,155,762,263,232,8,27,15,2145
108060030001001,172,172,621,232,12,36,48,1056
107682110001001,88,1321,271,232,7,17,15,437
107666814001001,17,976,693,232,7,20,70,1728
108042430001001,133,15,104,71,58,120,15,1463
107686270001001,94,556,715,232,36,82,7,1993
107485886001001,29,573,695,248,36,42,15,1129
107488062001001,45,1815,255,248,36,82,58,559
107629438001001,279,2374,707,232,36,116,15,550
107687102001001,102,2,458,89,37,83,15,1937
107577534001001,78,2260,271,246,36,113,15,2115
107589566001001,116,22,288,44,10,30,15,587
107629566001001,279,79,695,232,49,82,15,1297
107846590001001,279,1177,695,232,39,82,15,985
107684094001001,93,1856,271,235,12,73,15,646
107749950001001,242,2325,654,235,57,119,15,1594
107851518001001,279,2374,707,184,7,72,15,909
107754494001001,38,1646,372,232,36,60,15,1268
107595710001001,140,292,490,259,10,62,15,240
107787006001001,397,2272,271,259,58,120,15,1633
107549374001001,382,547,488,184,1,27,15,1519
107590526001001,467,1297,599,232,58,24,15,1685
107564734001001,17,1617,706,259,29,36,15,600
107718782001001,279,2374,707,184,18,2,15,909
107597438001001,155,679,271,184,58,47,15,223
107808382001001,198,2285,536,259,22,20,15,1354
107740606001001,527,1642,574,9,36,82,15,248
107764670001001,78,1574,695,232,20,90,15,1297
107764606001001,256,79,695,232,43,90,15,1297
107757310001001,41,128,525,232,57,119,13,236
107763006001001,75,292,383,60,13,37,15,1644
107782142001001,116,574,695,184,36,82,45,2109
107998654001001,41,521,493,25,36,74,15,1939
108076478001001,206,1057,597,232,8,82,15,1242
107981630001001,21,1008,278,259,14,82,15,639
108076670001001,206,414,591,259,36,32,15,1774
107971006001001,460,89,271,69,58,120,15,456
107675902001001,78,721,263,184,48,120,15,557
108068734001001,198,1566,487,162,43,90,15,636
107673662001001,297,750,271,53,58,105,15,2115
108006014001001,78,124,669,258,56,39,15,652
108104382001001,262,1666,713,259,4,120,15,231
108005566001001,78,79,695,232,36,6,15,1297
108031486001001,94,257,494,235,36,82,15,1142
107782398001001,116,1398,372,232,58,45,15,1666
108068094001001,198,79,695,53,45,92,62,1297
108125118001001,279,2374,694,232,43,37,15,550
107680190001001,153,1508,242,232,36,27,15,627
107688702001001,124,322,591,232,36,82,71,1464
107675262001001,75,292,369,232,13,22,15,544
107876990001001,314,572,712,232,7,105,15,218
107985982001001,25,1686,707,248,58,120,24,1876
107947326001001,263,1771,372,232,36,50,15,2050
