PanjivaRecordID,Carrier,ConsigneePanjivaID,HSCode,PortOfLading,PortOfUnlading,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
125802879,377,1362,3826,4363,4533,4588,4729,5153
126165823,426,1017,3878,4437,4520,4621,4728,4966
125465407,542,826,4155,4376,4511,4674,4765,5047
126009279,280,3179,3888,4401,4511,4660,4703,6951
125592255,426,1017,3877,4441,4520,4621,4727,4809
126540991,280,3324,3889,4401,4504,4580,4703,6369
125549183,280,1411,3889,4490,4556,4687,4773,6753
126009599,280,879,3826,4363,4536,4665,4729,6653
125455295,343,3225,4231,4301,4510,4600,4709,7266
125588799,417,883,4134,4461,4556,4687,4709,5444
125628991,92,2070,3770,4338,4533,4646,4709,4880
125524415,216,2284,3995,4414,4511,4601,4709,6317
125556031,300,2384,4211,4461,4546,4661,4709,7291
125496895,92,2985,3924,4301,4505,4586,4709,6055
125495103,92,1818,4133,4414,4556,4631,4709,5264
125331007,82,1209,4125,4461,4533,4646,4709,7152
125515455,168,2143,4165,4461,4556,4588,4709,6038
125483391,53,1796,4121,4490,4556,4687,4709,5519
125497151,92,2565,3760,4391,4556,4687,4709,5140
125678207,304,839,3935,4464,4498,4560,4709,5844
125524351,215,2312,4064,4461,4544,4658,4709,6184
125349567,151,2854,3823,4490,4556,4687,4709,6462
125435455,223,1777,4110,4461,4533,4646,4709,6184
125493695,92,2070,3770,4490,4511,4601,4709,4880
125722495,168,2404,3759,4461,4544,4658,4709,6723
125330047,79,1858,4142,4461,4520,4621,4709,5521
125409087,508,646,4211,4489,4556,4687,4709,5532
125426879,99,1434,3485,4301,4533,4646,4709,6799
125523967,215,2018,3686,4490,4533,4564,4709,5805
125766719,84,1623,4165,4414,4556,4687,4709,7200
125506623,138,2944,3770,4397,4523,4627,4709,5398
125523135,215,660,4211,4461,4544,4658,4709,6270
125526015,223,3472,4232,4414,4504,4580,4709,5239
125864255,300,1861,4228,4461,4556,4687,4709,5304
125655039,223,1777,4064,4461,4533,4646,4709,6184
125626623,84,1822,3998,4461,4542,4588,4709,5232
125644415,151,2685,3815,4414,4544,4658,4709,7248
125606655,542,1178,3993,4301,4556,4684,4765,5810
125432063,188,1536,3583,4414,4511,4601,4709,4812
125603519,508,2049,4171,4490,4556,4588,4709,6141
125624191,82,858,3944,4339,4533,4646,4709,6075
125664767,258,3101,4231,4490,4533,4608,4709,7262
125425471,92,2341,4232,4414,4542,4656,4709,5413
125496703,92,3388,4167,4461,4511,4601,4709,6678
125440831,258,767,4165,4479,4533,4616,4709,6986
125559551,304,814,4165,4301,4533,4572,4709,6121
125475519,27,2610,3770,4397,4549,4670,4709,5773
125690431,397,3208,4061,4279,4533,4646,4709,6218
125693695,427,2141,4231,4461,4556,4564,4709,5341
125526207,223,1990,4223,4414,4557,4695,4709,7295
