PanjivaRecordID,Carrier,ConsigneePanjivaID,HSCode,PortOfLading,PortOfUnlading,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
125023615001001,93,418,604,238,51,119,32,268
124607167001001,233,2024,411,151,12,38,65,1769
125304767001001,434,2195,684,211,50,104,12,1647
125236543001001,233,1100,410,181,12,4,34,1345
124571199001001,465,604,691,133,31,26,67,1486
125377791001001,233,2143,411,71,6,20,6,1547
124420735001001,99,978,584,211,51,119,12,1124
124504831001001,88,1415,745,238,38,89,52,480
125236607001001,233,1100,410,181,1,38,51,1276
124416575001001,79,2163,604,211,25,119,12,1777
124424831001001,125,1904,563,163,2,29,12,1411
124566783001001,411,1916,291,227,31,21,12,399
124676607001001,123,302,625,238,31,81,12,929
124754495001001,301,1709,291,227,9,30,12,2022
124547455001001,184,85,725,211,19,58,12,1201
124562751001001,368,903,291,227,41,48,12,796
124530175001001,393,2257,518,211,38,79,12,1962
124677759001001,125,1904,563,163,31,26,12,1411
124504959001001,88,1388,607,87,38,89,12,1124
124751423001001,359,2240,543,89,31,7,12,15
124610239001001,318,590,587,211,51,119,38,2057
124330239001001,188,978,631,201,51,119,12,1124
124675711001001,114,335,753,211,46,20,12,2018
124334335001001,215,164,684,227,41,28,12,1800
124365247001001,76,85,725,211,12,99,12,1201
124413375001001,46,1606,316,72,31,81,12,1526
124413439001001,46,255,631,211,51,47,12,1726
124391167001001,282,1489,281,211,46,30,12,1474
124560127001001,1,1390,725,163,40,91,12,1828
124248319001001,107,482,738,237,33,84,12,515
124247295001001,25,2284,725,4,6,20,12,19
124257791001001,449,677,291,211,51,119,12,2046
124768767001001,430,535,646,211,40,91,12,525
124580223001001,123,1106,728,72,39,20,12,1175
124783167001001,79,535,646,211,31,81,41,1955
124428159001001,144,1141,737,163,33,0,12,2059
124481407001001,470,74,733,211,44,11,12,1530
124298943001001,289,1211,392,211,33,84,1,274
124472447001001,368,73,737,45,43,95,12,1911
124811519001001,189,301,283,211,11,37,16,509
124268543001001,54,1864,729,238,51,119,12,863
124277375001001,247,1685,684,211,31,81,12,1857
