PanjivaRecordID,Carrier,ConsigneePanjivaID,HSCode,PortOfLading,PortOfUnlading,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
106596221,206,1589,3479,3894,3961,4067,4126,5437
106552253,79,769,3203,3846,3961,4068,4126,5972
106683645,530,2908,3513,3894,3932,4005,4126,5128
106637309,279,2906,3619,3846,3932,4005,4126,5104
106645949,310,1256,3619,3921,3932,4005,4126,4791
106631869,279,2906,3619,3759,3940,4025,4126,5492
106743293,80,2007,3545,3894,3963,4069,4126,4432
106735805,25,1256,3566,3894,3963,4069,4126,4739
106654525,345,1155,3212,3894,3970,4077,4126,4726
106750269,94,1104,3322,3894,3982,4104,4126,4413
106760701,198,584,3412,3894,3963,4086,4126,4350
106795645,471,1606,3546,3921,3983,4105,4126,4845
106596413,206,946,3498,3921,3983,4105,4126,6210
106919933,355,1904,3236,3894,3937,4021,4126,5690
106550909,75,2657,3619,3894,3948,4044,4126,5922
106827773,206,1589,3521,3894,3961,4067,4126,5437
106538365,25,1121,3412,3894,3983,3995,4126,4859
106613629,243,1993,3636,3894,3961,4067,4126,6032
106610621,241,2368,3218,3846,3961,4067,4126,6259
107097597,254,836,3195,3816,3983,4105,4126,5193
106604477,210,1268,3402,3910,3968,4075,4126,5907
106554429,80,740,3418,3715,3968,4075,4126,5368
106828349,207,1289,2932,3789,3972,3987,4145,4321
106818557,124,854,3515,3894,3983,4105,4126,5659
106908733,262,2235,2950,3905,3948,4044,4126,5995
106567677,116,1795,3195,3905,3948,4044,4126,4744
106562813,94,1991,3636,3894,3961,4067,4126,5171
107039165,41,991,3628,3715,3963,4086,4126,4489
106548093,45,2347,3179,3910,3961,4067,4126,4754
106544061,40,1446,3307,3664,3938,4022,4126,6183
106685885,25,1256,3484,3715,3948,4044,4126,4739
107044605,79,1124,3582,3664,3935,4015,4126,5285
106552829,80,1924,3301,3894,3972,4080,4126,4843
106652541,322,2630,3630,3894,3983,4105,4126,6300
106619389,262,2266,3641,3921,3938,4022,4126,4834
106627901,276,1261,2932,3789,3935,4015,4126,4546
106686653,25,2549,3631,3805,3948,4044,4126,6219
107067453,140,2906,3463,3921,3927,3987,4126,5256
106727741,480,2298,3566,3921,3938,4106,4126,4580
106671293,461,2621,3289,3894,3961,4067,4126,5538
106574717,140,2218,3622,3894,3983,4105,4126,6071
106538301,25,2218,3631,3910,3983,4105,4126,6071
106689085,75,611,3619,3894,3948,4044,4126,5492
106569661,124,1491,3553,3687,3961,4067,4126,4730
106541693,25,2906,3213,3715,3968,4075,4126,5104
106555581,88,892,3621,3894,3961,4102,4126,4755
106819133,125,946,3498,3921,3983,4105,4126,4863
107055357,94,2872,3030,3789,3968,4075,4126,4812
106815805,93,2388,3195,3910,3961,4067,4126,4841
106888509,88,942,3641,3921,3968,4075,4126,4545
106937277,88,1257,3195,3894,3938,4022,4126,6288
106953405,276,2906,3627,3846,3970,4077,4126,4226
106935549,80,1987,3411,3894,3983,4012,4126,5932
107082365,206,1421,3619,3921,3970,4077,4126,4834
107083517,206,2512,3621,3921,3961,4067,4126,5154
107056957,94,861,3642,3920,3961,4067,4126,4589
107023101,527,584,3412,3894,3932,4005,4126,4350
107057725,94,1817,3412,3687,3933,4010,4126,4350
107146493,431,2237,3261,3894,3982,4104,4126,5529
107148541,452,1218,3412,3846,3970,4019,4126,5714
107131133,322,2266,3330,3805,3961,4067,4126,6030
106984061,155,2482,3241,3921,3983,4105,4126,6289
107066109,140,765,3576,3846,3982,4004,4126,4635
106954109,279,2492,3479,3897,3932,4005,4126,5227
107044285,78,1088,3536,3894,3983,4105,4126,6188
107010237,322,1165,3617,3894,3983,4105,4126,6276
106847293,279,2906,3323,3846,3938,4022,4126,4249
106899517,206,2223,3415,3846,3932,4005,4126,5230
106922429,411,678,3576,3715,3983,4105,4126,5368
106812157,79,1124,3195,3897,3935,4015,4126,5993
106901053,206,1589,3501,3894,3961,4067,4126,5437
106809213,41,598,3619,3894,3937,4021,4126,5312
107033789,25,2452,3593,3733,3983,4105,4126,6114
106907773,243,2663,3331,3920,3937,4021,4126,4768
106941885,140,549,3028,3846,3927,3987,4126,4322
106818109,117,837,3481,3715,3968,4075,4126,5837
106589885,198,2895,3598,3894,3983,4105,4126,6162
106586173,192,2361,2973,3894,3972,4080,4126,5204
107042429,75,611,3619,3894,3932,4005,4126,5492
106617981,262,1980,3203,3846,3948,4044,4126,4311
107041213,63,1014,3087,3759,3962,4068,4126,5989
106731197,527,2737,3313,3894,3983,4105,4126,6117
107040509,59,1029,3360,3921,3948,4044,4126,5705
106649405,317,549,3028,3715,3937,4021,4126,4322
106711805,276,1709,3619,3789,3982,4104,4126,6300
107079869,206,1730,3573,3846,3983,4105,4126,4837
106613053,241,702,3576,3910,3961,4067,4126,6035
106722365,331,2232,3241,3897,3972,4019,4126,6289
107149437,460,909,3217,3894,3932,4005,4126,4392
106669821,451,1952,3195,3715,3983,4099,4126,4425
106725053,411,678,3411,3894,3948,4044,4126,5368
107131517,322,2283,3481,3743,3961,4102,4126,4753
106876349,17,1165,3619,3921,3983,4105,4126,4466
106838525,262,829,3576,3894,3968,4075,4126,5455
106893245,125,1236,3619,3715,3968,4075,4126,5635
106811837,78,611,3619,3894,3968,4075,4126,5492
107049021,88,1853,3195,3760,3961,4067,4126,4282
107061629,124,1123,3498,3921,3961,4067,4126,6274
106988093,206,2908,3212,3894,3984,4110,4126,5798
106814013,88,2744,3330,3789,3925,3985,4126,6030
106892605,118,936,3187,3894,3968,4012,4126,5690
107064061,140,1256,3414,3846,3927,3987,4126,4421
106934141,51,1845,3576,3894,3937,4021,4126,4868
107090301,214,2469,3576,3894,3961,4016,4126,5363
106941373,138,2804,3195,3921,3983,4105,4126,5828
107062205,125,946,3498,3789,3961,4067,4126,5781
107031357,25,1781,3498,3733,3983,4105,4126,4863
106734461,24,1102,3627,3894,3963,4069,4126,6054
107081725,206,1589,3521,3894,3983,4105,4126,5437
106979261,94,1137,3195,3910,3972,4080,4126,5166
107073213,172,1579,3273,3894,3982,4104,4126,6299
106675005,486,664,3631,3921,3963,4069,4126,5825
106660733,401,2069,3619,3894,3970,4077,4126,5178
106729917,527,1706,3339,3921,3932,4005,4126,4762
106740541,51,1282,3490,3846,3932,4005,4126,4861
107019773,464,2398,3576,3894,3961,4067,4126,5529
107034877,25,1988,2950,3910,3983,4105,4126,4823
106884477,80,1916,3485,3894,3946,4033,4126,5925
106817661,116,715,3636,3894,3937,4021,4126,6330
107057149,94,789,3641,3920,3961,4067,4126,5337
106891517,94,2737,3187,3894,3961,4067,4126,6117
106905149,214,2469,3576,3809,3933,4016,4126,5363
106903933,207,1589,3500,3894,3983,3995,4126,5437
106854781,279,1817,3411,3908,3961,4067,4126,4831
107132221,322,1148,3366,3743,3961,4067,4126,5371
106926845,520,2022,3576,3910,3983,4097,4126,4230
107245245,511,869,3619,3894,3970,4077,4126,4679
107341565,279,2906,3184,3759,3951,4049,4126,4821
107395965,79,1124,3195,3854,3927,3987,4126,5993
107490941,80,2007,3515,3894,3963,4069,4126,5359
107439805,262,2737,3636,3894,3961,4067,4126,4539
107368893,460,1463,3261,3894,3963,4069,4126,5529
107411901,138,2804,3195,3921,3968,4075,4126,5828
107318717,234,2235,3030,3910,3937,4021,4126,5995
107683965,91,2102,3576,3910,3970,4077,4126,6035
107172925,80,1916,3485,3894,3970,4065,4126,5925
107402173,88,1817,3187,3910,3961,4040,4126,4462
107587389,94,1589,3521,3894,3968,4075,4126,5437
107549757,391,1075,3402,3910,3983,4090,4126,5907
107559997,504,680,3265,3894,3961,3995,4126,6212
107229821,355,1904,3236,3894,3968,4075,4126,5690
107291773,140,2541,3341,3920,3961,4067,4126,5974
107507645,155,569,3576,3894,3961,4009,4126,4378
107242621,481,668,3195,3910,3983,4105,4126,5967
107269437,78,1441,3218,3920,3961,4067,4126,6273
107249021,527,1033,3326,3894,3983,4102,4126,4740
107209149,248,662,3564,3894,3937,4021,4126,4584
107222269,281,1253,3576,3894,3961,4067,4126,4752
107281405,94,597,2961,3715,3938,4022,4126,5120
107463613,369,2148,3619,3846,3948,4044,4126,4825
107331709,276,1589,3500,3894,3963,4069,4126,5437
107411453,126,902,3515,3894,3961,4067,4126,6340
106974781,80,1533,3636,3715,3982,4104,4126,4757
107488381,51,2739,3523,3894,3961,4010,4126,5996
107293693,148,2475,3512,3822,3972,4080,4126,6251
107042301,75,2657,3619,3894,3948,4044,4126,6300
107096445,241,1160,3566,3744,3961,4010,4126,4706
107036029,35,2531,3179,3846,3983,4105,4126,5677
107498685,95,1923,3389,3908,3940,4025,4126,4312
107162045,17,1804,3631,3715,3963,4069,4126,4489
107207613,241,2303,3296,3894,3961,4028,4126,6245
107292349,140,2153,3631,3921,3961,3995,4126,4466
107489917,78,611,3619,3894,3961,4067,4126,5492
107231613,379,2855,3460,3894,3927,3987,4126,6181
107288445,124,854,3515,3894,3961,4067,4126,5352
107493885,88,1809,3479,3846,3938,4022,4126,6327
107522429,241,1571,3513,3894,3961,4067,4126,4728
107290109,138,2804,3195,3921,3961,4067,4126,5828
107278205,88,1809,3479,3715,3968,4075,4126,6327
107340221,279,884,3434,3759,3940,4025,4126,6168
107528893,262,824,3414,3921,3938,4022,4126,4435
